,text,label,matches
131,"['Raise', 'up', 'your', 'wheel', '.', 'Steady', '!', ""''"", '``', 'Steady', ',', 'sir', '.', ""''"", '``', 'Mast-head', 'ahoy', '!', 'Do', 'you', 'see', 'that', 'whale', 'now', '?', ""''"", '``', 'Ay', 'ay', ',', 'sir', '!', 'A', 'shoal', 'of', 'Sperm', 'Whales', '!', 'There', 'she', 'blows', '!', 'There', 'she', 'breaches', '!', ""''"", '``', 'Sing', 'out', '!', 'sing', 'out', 'every', 'time', '!', ""''"", '``', 'Ay', 'Ay', ',', 'sir', '!', 'There', 'she', 'blows', '!', 'there', '--', 'there', '--', 'THAR', 'she', 'blows', '--', 'bowes', '--', 'bo-o-os', '!', ""''"", '``', 'How', 'far', 'off', '?', ""''"", '``', 'Two', 'miles', 'and', 'a', 'half', '.', ""''"", '``', 'Thunder', 'and', 'lightning', '!', 'so']",a,[]
132,"['but', 'with', 'such', 'a', 'steady', 'tranquillity', ',', 'and', 'making', 'so', 'few', 'ripples', 'as', 'he', 'swam', ',', 'that', 'thinking', 'after', 'all', 'he', 'might', 'not', 'as', 'yet', 'be', 'alarmed', ',', 'Ahab', 'gave', 'orders', 'that', 'not', 'an', 'oar', 'should', 'be', 'used', ',', 'and', 'no', 'man', 'must', 'speak', 'but', 'in', 'whispers', '.', 'So', 'seated', 'like', 'Ontario', 'Indians', 'on', 'the', 'gunwales', 'of', 'the', 'boats', ',', 'we', 'swiftly', 'but', 'silently', 'paddled', 'along', ';', 'the', 'calm', 'not', 'admitting', 'of', 'the', 'noiseless', 'sails', 'being', 'set', '.', 'Presently', ',', 'as', 'we', 'thus', 'glided', 'in', 'chase', ',', 'the', 'monster', 'perpendicularly', 'flitted', 'his', 'tail', 'forty', 'feet', 'into', 'the', 'air', ',', 'and']",a,[]
133,"['here', 'below', ',', 'where', 'moth', 'and', 'rust', 'do', 'corrupt', '.', 'It', 'was', 'an', 'exceedingly', 'LONG', 'LAY', 'that', ',', 'indeed', ';', 'and', 'though', 'from', 'the', 'magnitude', 'of', 'the', 'figure', 'it', 'might', 'at', 'first', 'deceive', 'a', 'landsman', ',', 'yet', 'the', 'slightest', 'consideration', 'will', 'show', 'that', 'though', 'seven', 'hundred', 'and', 'seventy-seven', 'is', 'a', 'pretty', 'large', 'number', ',', 'yet', ',', 'when', 'you', 'come', 'to', 'make', 'a', 'TEENTH', 'of', 'it', ',', 'you', 'will', 'then', 'see', ',', 'I', 'say', ',', 'that', 'the', 'seven', 'hundred', 'and', 'seventy-seventh', 'part', 'of', 'a', 'farthing', 'is', 'a', 'good', 'deal', 'less', 'than', 'seven', 'hundred', 'and', 'seventy-seven', 'gold', 'doubloons', ';', 'and', 'so', 'I']",a,[]
134,"['jeopardized', 'but', 'divided', 'boats', ',', 'always', 'to', 'pick', 'up', 'the', 'majority', 'first', '.', 'But', 'the', 'captain', ',', 'for', 'some', 'unknown', 'constitutional', 'reason', ',', 'had', 'refrained', 'from', 'mentioning', 'all', 'this', ',', 'and', 'not', 'till', 'forced', 'to', 'it', 'by', 'Ahab', ""'s"", 'iciness', 'did', 'he', 'allude', 'to', 'his', 'one', 'yet', 'missing', 'boy', ';', 'a', 'little', 'lad', ',', 'but', 'twelve', 'years', 'old', ',', 'whose', 'father', 'with', 'the', 'earnest', 'but', 'unmisgiving', 'hardihood', 'of', 'a', 'Nantucketer', ""'s"", 'paternal', 'love', ',', 'had', 'thus', 'early', 'sought', 'to', 'initiate', 'him', 'in', 'the', 'perils', 'and', 'wonders', 'of', 'a', 'vocation', 'almost', 'immemorially', 'the', 'destiny', 'of', 'all', 'his', 'race', '.', 'Nor', 'does']",a,[]
135,"['this', ':', '--', 'Quohog', '.', 'his', 'X', 'mark', '.', 'Meanwhile', 'Captain', 'Bildad', 'sat', 'earnestly', 'and', 'steadfastly', 'eyeing', 'Queequeg', ',', 'and', 'at', 'last', 'rising', 'solemnly', 'and', 'fumbling', 'in', 'the', 'huge', 'pockets', 'of', 'his', 'broad-skirted', 'drab', 'coat', ',', 'took', 'out', 'a', 'bundle', 'of', 'tracts', ',', 'and', 'selecting', 'one', 'entitled', '``', 'The', 'Latter', 'Day', 'Coming', ';', 'or', 'No', 'Time', 'to', 'Lose', ',', ""''"", 'placed', 'it', 'in', 'Queequeg', ""'s"", 'hands', ',', 'and', 'then', 'grasping', 'them', 'and', 'the', 'book', 'with', 'both', 'his', ',', 'looked', 'earnestly', 'into', 'his', 'eyes', ',', 'and', 'said', ',', '``', 'Son', 'of', 'darkness', ',', 'I', 'must', 'do', 'my', 'duty', 'by', 'thee', ';']",a,[]
136,"['that', 'weapon', ',', 'had', 'permanently', 'caught', 'in', 'the', 'coils', 'of', 'the', 'harpoon-line', 'round', 'his', 'tail', ',', 'the', 'cutting-spade', 'itself', 'had', 'worked', 'loose', 'from', 'his', 'flesh', '.', 'So', 'that', 'tormented', 'to', 'madness', ',', 'he', 'was', 'now', 'churning', 'through', 'the', 'water', ',', 'violently', 'flailing', 'with', 'his', 'flexible', 'tail', ',', 'and', 'tossing', 'the', 'keen', 'spade', 'about', 'him', ',', 'wounding', 'and', 'murdering', 'his', 'own', 'comrades', '.', 'This', 'terrific', 'object', 'seemed', 'to', 'recall', 'the', 'whole', 'herd', 'from', 'their', 'stationary', 'fright', '.', 'First', ',', 'the', 'whales', 'forming', 'the', 'margin', 'of', 'our', 'lake', 'began', 'to', 'crowd', 'a', 'little', ',', 'and', 'tumble', 'against', 'each', 'other', ',', 'as', 'if']",a,[]
137,"['--', 'as', 'some', 'call', 'him', '--', 'and', 'then', 'I', 'knew', 'it', 'was', 'he', '.', ""''"", '``', ""Did'st"", 'thou', 'cross', 'his', 'wake', 'again', '?', ""''"", '``', 'Twice', '.', ""''"", '``', 'But', 'could', 'not', 'fasten', '?', ""''"", '``', 'Did', ""n't"", 'want', 'to', 'try', 'to', ':', 'ai', ""n't"", 'one', 'limb', 'enough', '?', 'What', 'should', 'I', 'do', 'without', 'this', 'other', 'arm', '?', 'And', 'I', ""'m"", 'thinking', 'Moby', 'Dick', 'does', ""n't"", 'bite', 'so', 'much', 'as', 'he', 'swallows', '.', ""''"", '``', 'Well', ',', 'then', ',', ""''"", 'interrupted', 'Bunger', ',', '``', 'give', 'him', 'your', 'left', 'arm', 'for', 'bait', 'to', 'get', 'the', 'right', '.', 'Do', 'you', 'know', ',']",a,[]
138,"['to', 'be', 'sure', ';', 'ai', ""n't"", 'there', 'too', 'many', 'heads', 'in', 'the', 'world', '?', ""''"", '``', 'I', 'tell', 'you', 'what', 'it', 'is', ',', 'landlord', ',', ""''"", 'said', 'I', 'quite', 'calmly', ',', '``', 'you', ""'d"", 'better', 'stop', 'spinning', 'that', 'yarn', 'to', 'me', '--', 'I', ""'m"", 'not', 'green', '.', ""''"", '``', 'May', 'be', 'not', ',', ""''"", 'taking', 'out', 'a', 'stick', 'and', 'whittling', 'a', 'toothpick', ',', '``', 'but', 'I', 'rayther', 'guess', 'you', ""'ll"", 'be', 'done', 'BROWN', 'if', 'that', 'ere', 'harpooneer', 'hears', 'you', 'a', 'slanderin', ""'"", 'his', 'head', '.', ""''"", '``', 'I', ""'ll"", 'break', 'it', 'for', 'him', ',', ""''"", 'said', 'I', ',', 'now', 'flying']",a,[]
139,"['teeth', 'with', 'halibut', 'bones', '.', 'CHAPTER', '18', 'His', 'Mark', '.', 'As', 'we', 'were', 'walking', 'down', 'the', 'end', 'of', 'the', 'wharf', 'towards', 'the', 'ship', ',', 'Queequeg', 'carrying', 'his', 'harpoon', ',', 'Captain', 'Peleg', 'in', 'his', 'gruff', 'voice', 'loudly', 'hailed', 'us', 'from', 'his', 'wigwam', ',', 'saying', 'he', 'had', 'not', 'suspected', 'my', 'friend', 'was', 'a', 'cannibal', ',', 'and', 'furthermore', 'announcing', 'that', 'he', 'let', 'no', 'cannibals', 'on', 'board', 'that', 'craft', ',', 'unless', 'they', 'previously', 'produced', 'their', 'papers', '.', '``', 'What', 'do', 'you', 'mean', 'by', 'that', ',', 'Captain', 'Peleg', '?', ""''"", 'said', 'I', ',', 'now', 'jumping', 'on', 'the', 'bulwarks', ',', 'and', 'leaving', 'my', 'comrade', 'standing', 'on']",a,[]
140,"['and', 'with', 'the', ""carpenter's"", 'chisel', 'gouged', 'out', 'a', 'little', 'here', 'and', 'straightened', 'it', 'a', 'little', 'there', ';', 'all', 'these', 'things', ',', 'I', 'say', ',', 'had', 'awakened', 'much', 'interest', 'and', 'curiosity', 'at', 'the', 'time', '.', 'But', 'almost', 'everybody', 'supposed', 'that', 'this', 'particular', 'preparative', 'heedfulness', 'in', 'Ahab', 'must', 'only', 'be', 'with', 'a', 'view', 'to', 'the', 'ultimate', 'chase', 'of', 'Moby', 'Dick', ';', 'for', 'he', 'had', 'already', 'revealed', 'his', 'intention', 'to', 'hunt', 'that', 'mortal', 'monster', 'in', 'person', '.', 'But', 'such', 'a', 'supposition', 'did', 'by', 'no', 'means', 'involve', 'the', 'remotest', 'suspicion', 'as', 'to', 'any', 'boat', ""'s"", 'crew', 'being', 'assigned', 'to', 'that', 'boat', '.', 'Now', ',']",a,[]
141,"[',', 'manmaker', '!', 'Just', 'in', 'time', ',', 'sir', '.', 'If', 'the', 'captain', 'pleases', ',', 'I', 'will', 'now', 'mark', 'the', 'length', '.', 'Let', 'me', 'measure', ',', 'sir', '.', 'Measured', 'for', 'a', 'leg', '!', 'good', '.', 'Well', ',', 'it', ""'s"", 'not', 'the', 'first', 'time', '.', 'About', 'it', '!', 'There', ';', 'keep', 'thy', 'finger', 'on', 'it', '.', 'This', 'is', 'a', 'cogent', 'vice', 'thou', 'hast', 'here', ',', 'carpenter', ';', 'let', 'me', 'feel', 'its', 'grip', 'once', '.', 'So', ',', 'so', ';', 'it', 'does', 'pinch', 'some', '.', 'Oh', ',', 'sir', ',', 'it', 'will', 'break', 'bones', '--', 'beware', ',', 'beware', '!', 'No', 'fear', ';', 'I', 'like', 'a']",a,[]
142,"['Atlantic', ',', 'in', 'the', 'New', 'York', 'packet-tracks', '.', 'In', 'the', 'length', 'he', 'attains', ',', 'and', 'in', 'his', 'baleen', ',', 'the', 'Fin-back', 'resembles', 'the', 'right', 'whale', ',', 'but', 'is', 'of', 'a', 'less', 'portly', 'girth', ',', 'and', 'a', 'lighter', 'colour', ',', 'approaching', 'to', 'olive', '.', 'His', 'great', 'lips', 'present', 'a', 'cable-like', 'aspect', ',', 'formed', 'by', 'the', 'intertwisting', ',', 'slanting', 'folds', 'of', 'large', 'wrinkles', '.', 'His', 'grand', 'distinguishing', 'feature', ',', 'the', 'fin', ',', 'from', 'which', 'he', 'derives', 'his', 'name', ',', 'is', 'often', 'a', 'conspicuous', 'object', '.', 'This', 'fin', 'is', 'some', 'three', 'or', 'four', 'feet', 'long', ',', 'growing', 'vertically', 'from', 'the', 'hinder', 'part', 'of']",a,[]
143,"['the', 'bottom', 'of', 'the', 'waters', ';', 'so', 'Vishnoo', 'became', 'incarnate', 'in', 'a', 'whale', ',', 'and', 'sounding', 'down', 'in', 'him', 'to', 'the', 'uttermost', 'depths', ',', 'rescued', 'the', 'sacred', 'volumes', '.', 'Was', 'not', 'this', 'Vishnoo', 'a', 'whaleman', ',', 'then', '?', 'even', 'as', 'a', 'man', 'who', 'rides', 'a', 'horse', 'is', 'called', 'a', 'horseman', '?', 'Perseus', ',', 'St.', 'George', ',', 'Hercules', ',', 'Jonah', ',', 'and', 'Vishnoo', '!', 'there', ""'s"", 'a', 'member-roll', 'for', 'you', '!', 'What', 'club', 'but', 'the', 'whaleman', ""'s"", 'can', 'head', 'off', 'like', 'that', '?', 'CHAPTER', '83', 'Jonah', 'Historically', 'Regarded', '.', 'Reference', 'was', 'made', 'to', 'the', 'historical', 'story', 'of', 'Jonah', 'and', 'the', 'whale']",a,[]
144,"['a', 'sight', '!', 'Such', 'a', 'face', '!', 'It', 'was', 'of', 'a', 'dark', ',', 'purplish', ',', 'yellow', 'colour', ',', 'here', 'and', 'there', 'stuck', 'over', 'with', 'large', 'blackish', 'looking', 'squares', '.', 'Yes', ',', ""it's"", 'just', 'as', 'I', 'thought', ',', 'he', ""'s"", 'a', 'terrible', 'bedfellow', ';', 'he', ""'s"", 'been', 'in', 'a', 'fight', ',', 'got', 'dreadfully', 'cut', ',', 'and', 'here', 'he', 'is', ',', 'just', 'from', 'the', 'surgeon', '.', 'But', 'at', 'that', 'moment', 'he', 'chanced', 'to', 'turn', 'his', 'face', 'so', 'towards', 'the', 'light', ',', 'that', 'I', 'plainly', 'saw', 'they', 'could', 'not', 'be', 'sticking-plasters', 'at', 'all', ',', 'those', 'black', 'squares', 'on', 'his', 'cheeks', '.', 'They', 'were']",a,[]
145,"['bathing', 'in', 'that', 'bath', ',', 'I', 'felt', 'divinely', 'free', 'from', 'all', 'ill-will', ',', 'or', 'petulance', ',', 'or', 'malice', ',', 'of', 'any', 'sort', 'whatsoever', '.', 'Squeeze', '!', 'squeeze', '!', 'squeeze', '!', 'all', 'the', 'morning', 'long', ';', 'I', 'squeezed', 'that', 'sperm', 'till', 'I', 'myself', 'almost', 'melted', 'into', 'it', ';', 'I', 'squeezed', 'that', 'sperm', 'till', 'a', 'strange', 'sort', 'of', 'insanity', 'came', 'over', 'me', ';', 'and', 'I', 'found', 'myself', 'unwittingly', 'squeezing', 'my', 'co-laborers', ""'"", 'hands', 'in', 'it', ',', 'mistaking', 'their', 'hands', 'for', 'the', 'gentle', 'globules', '.', 'Such', 'an', 'abounding', ',', 'affectionate', ',', 'friendly', ',', 'loving', 'feeling', 'did', 'this', 'avocation', 'beget', ';', 'that', 'at', 'last']",a,[]
146,"['that', 'he', 'consumed', 'his', 'own', 'smoke', '!', 'for', 'his', 'smoke', 'is', 'horrible', 'to', 'inhale', ',', 'and', 'inhale', 'it', 'you', 'must', ',', 'and', 'not', 'only', 'that', ',', 'but', 'you', 'must', 'live', 'in', 'it', 'for', 'the', 'time', '.', 'It', 'has', 'an', 'unspeakable', ',', 'wild', ',', 'Hindoo', 'odor', 'about', 'it', ',', 'such', 'as', 'may', 'lurk', 'in', 'the', 'vicinity', 'of', 'funereal', 'pyres', '.', 'It', 'smells', 'like', 'the', 'left', 'wing', 'of', 'the', 'day', 'of', 'judgment', ';', 'it', 'is', 'an', 'argument', 'for', 'the', 'pit', '.', 'By', 'midnight', 'the', 'works', 'were', 'in', 'full', 'operation', '.', 'We', 'were', 'clear', 'from', 'the', 'carcase', ';', 'sail', 'had', 'been', 'made', ';']",a,[]
147,"['the', 'ancient', 'Medes', '.', 'I', 'peered', 'and', 'pryed', 'about', 'the', 'Devil-dam', ';', 'from', 'her', ',', 'hopped', 'over', 'to', 'the', 'Tit-bit', ';', 'and', 'finally', ',', 'going', 'on', 'board', 'the', 'Pequod', ',', 'looked', 'around', 'her', 'for', 'a', 'moment', ',', 'and', 'then', 'decided', 'that', 'this', 'was', 'the', 'very', 'ship', 'for', 'us', '.', 'You', 'may', 'have', 'seen', 'many', 'a', 'quaint', 'craft', 'in', 'your', 'day', ',', 'for', 'aught', 'I', 'know', ';', '--', 'square-toed', 'luggers', ';', 'mountainous', 'Japanese', 'junks', ';', 'butter-box', 'galliots', ',', 'and', 'what', 'not', ';', 'but', 'take', 'my', 'word', 'for', 'it', ',', 'you', 'never', 'saw', 'such', 'a', 'rare', 'old', 'craft', 'as', 'this', 'same', 'rare']",a,[]
148,"['held', 'it', 'close', 'to', 'the', 'light', ',', 'and', 'felt', 'it', ',', 'and', 'smelt', 'it', ',', 'and', 'tried', 'every', 'way', 'possible', 'to', 'arrive', 'at', 'some', 'satisfactory', 'conclusion', 'concerning', 'it', '.', 'I', 'can', 'compare', 'it', 'to', 'nothing', 'but', 'a', 'large', 'door', 'mat', ',', 'ornamented', 'at', 'the', 'edges', 'with', 'little', 'tinkling', 'tags', 'something', 'like', 'the', 'stained', 'porcupine', 'quills', 'round', 'an', 'Indian', 'moccasin', '.', 'There', 'was', 'a', 'hole', 'or', 'slit', 'in', 'the', 'middle', 'of', 'this', 'mat', ',', 'as', 'you', 'see', 'the', 'same', 'in', 'South', 'American', 'ponchos', '.', 'But', 'could', 'it', 'be', 'possible', 'that', 'any', 'sober', 'harpooneer', 'would', 'get', 'into', 'a', 'door', 'mat', ',', 'and']",a,[]
149,"['.', 'On', 'one', 'side', ',', 'New', 'Bedford', 'rose', 'in', 'terraces', 'of', 'streets', ',', 'their', 'ice-covered', 'trees', 'all', 'glittering', 'in', 'the', 'clear', ',', 'cold', 'air', '.', 'Huge', 'hills', 'and', 'mountains', 'of', 'casks', 'on', 'casks', 'were', 'piled', 'upon', 'her', 'wharves', ',', 'and', 'side', 'by', 'side', 'the', 'world-wandering', 'whale', 'ships', 'lay', 'silent', 'and', 'safely', 'moored', 'at', 'last', ';', 'while', 'from', 'others', 'came', 'a', 'sound', 'of', 'carpenters', 'and', 'coopers', ',', 'with', 'blended', 'noises', 'of', 'fires', 'and', 'forges', 'to', 'melt', 'the', 'pitch', ',', 'all', 'betokening', 'that', 'new', 'cruises', 'were', 'on', 'the', 'start', ';', 'that', 'one', 'most', 'perilous', 'and', 'long', 'voyage', 'ended', ',', 'only', 'begins', 'a']",a,[]
150,"['painted', '.', 'CHAPTER', '64', 'Stubb', ""'s"", 'Supper', '.', 'Stubb', ""'s"", 'whale', 'had', 'been', 'killed', 'some', 'distance', 'from', 'the', 'ship', '.', 'It', 'was', 'a', 'calm', ';', 'so', ',', 'forming', 'a', 'tandem', 'of', 'three', 'boats', ',', 'we', 'commenced', 'the', 'slow', 'business', 'of', 'towing', 'the', 'trophy', 'to', 'the', 'Pequod', '.', 'And', 'now', ',', 'as', 'we', 'eighteen', 'men', 'with', 'our', 'thirty-six', 'arms', ',', 'and', 'one', 'hundred', 'and', 'eighty', 'thumbs', 'and', 'fingers', ',', 'slowly', 'toiled', 'hour', 'after', 'hour', 'upon', 'that', 'inert', ',', 'sluggish', 'corpse', 'in', 'the', 'sea', ';', 'and', 'it', 'seemed', 'hardly', 'to', 'budge', 'at', 'all', ',', 'except', 'at', 'long', 'intervals', ';', 'good', 'evidence', 'was']",a,[]
151,"['Starbuck', ',', '``', 'that', 'simply', 'smote', 'thee', 'from', 'blindest', 'instinct', '!', 'Madness', '!', 'To', 'be', 'enraged', 'with', 'a', 'dumb', 'thing', ',', 'Captain', 'Ahab', ',', 'seems', 'blasphemous', '.', ""''"", '``', 'Hark', 'ye', 'yet', 'again', '--', 'the', 'little', 'lower', 'layer', '.', 'All', 'visible', 'objects', ',', 'man', ',', 'are', 'but', 'as', 'pasteboard', 'masks', '.', 'But', 'in', 'each', 'event', '--', 'in', 'the', 'living', 'act', ',', 'the', 'undoubted', 'deed', '--', 'there', ',', 'some', 'unknown', 'but', 'still', 'reasoning', 'thing', 'puts', 'forth', 'the', 'mouldings', 'of', 'its', 'features', 'from', 'behind', 'the', 'unreasoning', 'mask', '.', 'If', 'man', 'will', 'strike', ',', 'strike', 'through', 'the', 'mask', '!', 'How', 'can', 'the', 'prisoner']",a,[]
152,"['it', '.', ""''"", '``', 'There', 'he', 'goes', 'now', ';', 'to', 'him', 'nothing', ""'s"", 'happened', ';', 'but', 'to', 'me', ',', 'the', 'skewer', 'seems', 'loosening', 'out', 'of', 'the', 'middle', 'of', 'the', 'world', '.', 'Haul', 'in', ',', 'haul', 'in', ',', 'Tahitian', '!', 'These', 'lines', 'run', 'whole', ',', 'and', 'whirling', 'out', ':', 'come', 'in', 'broken', ',', 'and', 'dragging', 'slow', '.', 'Ha', ',', 'Pip', '?', 'come', 'to', 'help', ';', 'eh', ',', 'Pip', '?', ""''"", '``', 'Pip', '?', 'whom', 'call', 'ye', 'Pip', '?', 'Pip', 'jumped', 'from', 'the', 'whale-boat', '.', ""Pip's"", 'missing', '.', 'Let', ""'s"", 'see', 'now', 'if', 'ye', 'have', ""n't"", 'fished', 'him', 'up', 'here', ',', 'fisherman']",a,[]
153,"['he', 'fan-tail', 'a', 'little', 'curious', ',', 'sir', ',', 'before', 'he', 'goes', 'down', '?', ""''"", 'said', 'the', 'Gay-Header', 'deliberately', '.', '``', 'And', 'has', 'he', 'a', 'curious', 'spout', ',', 'too', ',', ""''"", 'said', 'Daggoo', ',', '``', 'very', 'bushy', ',', 'even', 'for', 'a', 'parmacetty', ',', 'and', 'mighty', 'quick', ',', 'Captain', 'Ahab', '?', ""''"", '``', 'And', 'he', 'have', 'one', ',', 'two', ',', 'three', '--', 'oh', '!', 'good', 'many', 'iron', 'in', 'him', 'hide', ',', 'too', ',', 'Captain', ',', ""''"", 'cried', 'Queequeg', 'disjointedly', ',', '``', 'all', 'twiske-tee', 'be-twisk', ',', 'like', 'him', '--', 'him', '--', ""''"", 'faltering', 'hard', 'for', 'a', 'word', ',', 'and', 'screwing', 'his', 'hand', 'round']",a,[]
154,"['mouth', ',', 'so', 'that', 'the', 'long', ',', 'narrow', ',', 'scrolled', 'lower', 'jaw', 'curled', 'high', 'up', 'into', 'the', 'open', 'air', ',', 'and', 'one', 'of', 'the', 'teeth', 'caught', 'in', 'a', 'row-lock', '.', 'The', 'bluish', 'pearl-white', 'of', 'the', 'inside', 'of', 'the', 'jaw', 'was', 'within', 'six', 'inches', 'of', 'Ahab', ""'s"", 'head', ',', 'and', 'reached', 'higher', 'than', 'that', '.', 'In', 'this', 'attitude', 'the', 'White', 'Whale', 'now', 'shook', 'the', 'slight', 'cedar', 'as', 'a', 'mildly', 'cruel', 'cat', 'her', 'mouse', '.', 'With', 'unastonished', 'eyes', 'Fedallah', 'gazed', ',', 'and', 'crossed', 'his', 'arms', ';', 'but', 'the', 'tiger-yellow', 'crew', 'were', 'tumbling', 'over', 'each', 'other', ""'s"", 'heads', 'to', 'gain', 'the', 'uttermost', 'stern']",a,[]
155,"['crosses', '.', 'But', 'thou', 'sayest', ',', 'methinks', 'that', 'white-lead', 'chapter', 'about', 'whiteness', 'is', 'but', 'a', 'white', 'flag', 'hung', 'out', 'from', 'a', 'craven', 'soul', ';', 'thou', 'surrenderest', 'to', 'a', 'hypo', ',', 'Ishmael', '.', 'Tell', 'me', ',', 'why', 'this', 'strong', 'young', 'colt', ',', 'foaled', 'in', 'some', 'peaceful', 'valley', 'of', 'Vermont', ',', 'far', 'removed', 'from', 'all', 'beasts', 'of', 'prey', '--', 'why', 'is', 'it', 'that', 'upon', 'the', 'sunniest', 'day', ',', 'if', 'you', 'but', 'shake', 'a', 'fresh', 'buffalo', 'robe', 'behind', 'him', ',', 'so', 'that', 'he', 'can', 'not', 'even', 'see', 'it', ',', 'but', 'only', 'smells', 'its', 'wild', 'animal', 'muskiness', '--', 'why', 'will', 'he', 'start', ',', 'snort']",a,[]
156,"['Ahab', 'purposing', 'to', 'pass', 'through', 'them', 'into', 'the', 'Javan', 'sea', ',', 'and', 'thence', ',', 'cruising', 'northwards', ',', 'over', 'waters', 'known', 'to', 'be', 'frequented', 'here', 'and', 'there', 'by', 'the', 'Sperm', 'Whale', ',', 'sweep', 'inshore', 'by', 'the', 'Philippine', 'Islands', ',', 'and', 'gain', 'the', 'far', 'coast', 'of', 'Japan', ',', 'in', 'time', 'for', 'the', 'great', 'whaling', 'season', 'there', '.', 'By', 'these', 'means', ',', 'the', 'circumnavigating', 'Pequod', 'would', 'sweep', 'almost', 'all', 'the', 'known', 'Sperm', 'Whale', 'cruising', 'grounds', 'of', 'the', 'world', ',', 'previous', 'to', 'descending', 'upon', 'the', 'Line', 'in', 'the', 'Pacific', ';', 'where', 'Ahab', ',', 'though', 'everywhere', 'else', 'foiled', 'in', 'his', 'pursuit', ',', 'firmly', 'counted', 'upon']",a,[]
157,"['Oregon', '?', 'No', ';', 'but', 'here', 'thou', 'beholdest', 'even', 'in', 'a', 'dumb', 'brute', ',', 'the', 'instinct', 'of', 'the', 'knowledge', 'of', 'the', 'demonism', 'in', 'the', 'world', '.', 'Though', 'thousands', 'of', 'miles', 'from', 'Oregon', ',', 'still', 'when', 'he', 'smells', 'that', 'savage', 'musk', ',', 'the', 'rending', ',', 'goring', 'bison', 'herds', 'are', 'as', 'present', 'as', 'to', 'the', 'deserted', 'wild', 'foal', 'of', 'the', 'prairies', ',', 'which', 'this', 'instant', 'they', 'may', 'be', 'trampling', 'into', 'dust', '.', 'Thus', ',', 'then', ',', 'the', 'muffled', 'rollings', 'of', 'a', 'milky', 'sea', ';', 'the', 'bleak', 'rustlings', 'of', 'the', 'festooned', 'frosts', 'of', 'mountains', ';', 'the', 'desolate', 'shiftings', 'of', 'the', 'windrowed', 'snows', 'of']",a,[]
158,"['work', 'out', 'of', 'them', '.', 'When', 'Bildad', 'was', 'a', 'chief-mate', ',', 'to', 'have', 'his', 'drab-coloured', 'eye', 'intently', 'looking', 'at', 'you', ',', 'made', 'you', 'feel', 'completely', 'nervous', ',', 'till', 'you', 'could', 'clutch', 'something', '--', 'a', 'hammer', 'or', 'a', 'marling-spike', ',', 'and', 'go', 'to', 'work', 'like', 'mad', ',', 'at', 'something', 'or', 'other', ',', 'never', 'mind', 'what', '.', 'Indolence', 'and', 'idleness', 'perished', 'before', 'him', '.', 'His', 'own', 'person', 'was', 'the', 'exact', 'embodiment', 'of', 'his', 'utilitarian', 'character', '.', 'On', 'his', 'long', ',', 'gaunt', 'body', ',', 'he', 'carried', 'no', 'spare', 'flesh', ',', 'no', 'superfluous', 'beard', ',', 'his', 'chin', 'having', 'a', 'soft', ',', 'economical', 'nap', 'to']",a,[]
159,"['would', 'be', 'a', 'different', 'thing', '.', 'That', 'would', 'disable', 'him', ';', 'but', 'he', 'has', 'one', 'knee', ',', 'and', 'good', 'part', 'of', 'the', 'other', 'left', ',', 'you', 'know', '.', ""''"", '``', 'I', 'do', ""n't"", 'know', 'that', ',', 'my', 'little', 'man', ';', 'I', 'never', 'yet', 'saw', 'him', 'kneel', '.', ""''"", 'Among', 'whale-wise', 'people', 'it', 'has', 'often', 'been', 'argued', 'whether', ',', 'considering', 'the', 'paramount', 'importance', 'of', 'his', 'life', 'to', 'the', 'success', 'of', 'the', 'voyage', ',', 'it', 'is', 'right', 'for', 'a', 'whaling', 'captain', 'to', 'jeopardize', 'that', 'life', 'in', 'the', 'active', 'perils', 'of', 'the', 'chase', '.', 'So', 'Tamerlane', ""'s"", 'soldiers', 'often', 'argued', 'with', 'tears', 'in']",a,[]
160,"['that', ""'s"", 'cheering', ',', ""''"", 'cried', 'Ahab', ',', 'suddenly', 'erecting', 'himself', ',', 'while', 'whole', 'thunder-clouds', 'swept', 'aside', 'from', 'his', 'brow', '.', '``', 'That', 'lively', 'cry', 'upon', 'this', 'deadly', 'calm', 'might', 'almost', 'convert', 'a', 'better', 'man.', '--', 'Where', 'away', '?', ""''"", '``', 'Three', 'points', 'on', 'the', 'starboard', 'bow', ',', 'sir', ',', 'and', 'bringing', 'down', 'her', 'breeze', 'to', 'us', '!', '``', 'Better', 'and', 'better', ',', 'man', '.', 'Would', 'now', 'St.', 'Paul', 'would', 'come', 'along', 'that', 'way', ',', 'and', 'to', 'my', 'breezelessness', 'bring', 'his', 'breeze', '!', 'O', 'Nature', ',', 'and', 'O', 'soul', 'of', 'man', '!', 'how', 'far', 'beyond', 'all', 'utterance', 'are', 'your', 'linked']",a,[]
